Agency,Year,Amount,SubTypeName,RevenueType,SubType
ICAO,2022,44917.4,Local resources,Voluntary non-core (earmarked) contributions,R03D
ICAO,2022,387919.62,Local resources,Voluntary non-core (earmarked) contributions,R03D
ICAO,2022,388002.21,Local resources,Voluntary non-core (earmarked) contributions,R03D
ICAO,2022,5231.56,Local resources,Voluntary non-core (earmarked) contributions,R03D
ICAO,2022,26.55,Local resources,Voluntary non-core (earmarked) contributions,R03D
ICAO,2022,345691.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
ICAO,2022,183621.68,Local resources,Voluntary non-core (earmarked) contributions,R03D
ICAO,2022,1128533.19,Local resources,Voluntary non-core (earmarked) contributions,R03D
ICAO,2022,237297.94,Local resources,Voluntary non-core (earmarked) contributions,R03D
ICAO,2022,872.42,Local resources,Voluntary non-core (earmarked) contributions,R03D
ICAO,2022,21136533.19,Local resources,Voluntary non-core (earmarked) contributions,R03D
ICAO,2022,17104314.9,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
ICAO,2022,559322.27,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
ICAO,2022,98667.4,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
ICAO,2022,201616.52,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
ICAO,2022,308781.71,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IAEA,2022,9052216.19,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IAEA,2022,3354.63,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IAEA,2022,1460240.68,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IAEA,2022,21436.63,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IAEA,2022,263725.24,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IAEA,2022,65470.71,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IAEA,2022,172916.93,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IAEA,2022,106496.27,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IAEA,2022,583961.66,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
IAEA,2022,234317.36,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
WTO,2022,318553.63,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,1939033.59,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,15003.25,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,338629.47,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,177494.04,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,1467465.87,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,276385.7,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,992746.48,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,4018.42,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,2120554.71,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,238001.08,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,46089.92,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,127011.92,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,272030.34,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,453972.91,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,463819.07,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,33074.76,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,2686787.65,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,694054.17,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,30944.75,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,299188.52,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,1397624.05,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WTO,2022,0.0,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WMO,2022,616534.13,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2022,332874.32,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2022,459933.91,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
WMO,2022,103993.5,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2022,139824.49,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2022,10414.95,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2022,125523.29,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2022,130615.38,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2022,124111.59,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2022,422041.17,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2022,208547.13,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2022,27965.33,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2022,283125.68,Local resources,Voluntary non-core (earmarked) contributions,R03D
WIPO,2022,5729788.73,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
WIPO,2022,2314942.58,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
WIPO,2022,753383.53,Local resources,Voluntary non-core (earmarked) contributions,R03D
ITU,2022,488978.33,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,54171.18,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,312614.3,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,234557.96,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,239978.33,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,609489.71,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,1218851.57,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,104008.67,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,73551.46,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,149907.91,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,88021.67,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,866738.89,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,1010290.36,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,50028.17,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,458682.56,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,426901.41,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,22072.59,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,557771.4,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,48204.77,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,24993.5,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,27085.59,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,33053.09,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,148638.14,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,112490.79,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,10009.75,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,281026.0,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,640303.36,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2022,234427.95,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,7583.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,108342.36,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,27648.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,12685.81,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,7583.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,7651.14,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,1653750.81,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,225438.79,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,1682804.98,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,10188.52,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,198288.19,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,35199.35,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,357746.48,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,7583.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,10330.44,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,1016251.35,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,7583.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,7568.8,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,1053.09,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,21094.26,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,3744.31,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,92447.45,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,7583.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,10628.39,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,659152.76,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,2469776.81,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,7583.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,3162.51,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,564.46,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,54247.02,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,7583.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,10379.2,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,151679.31,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,42777.9,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,7583.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,118950.16,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,7583.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,616061.76,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2022,17317.44,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WIPO,2022,430427.95,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WIPO,2022,15421.45,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WIPO,2022,-130700.98,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,222860.49,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,21299.25,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,53248.14,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,2570839.19,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,267472.84,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,15058.57,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,-115.02,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,14509.05,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,6246298.19,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,935691.16,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,31980.83,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,68264.11,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,31948.88,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,60170.39,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,94248.14,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IARC,2022,53026.62,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,425985.09,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,5324.81,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,242378.06,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,1949807.24,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,9582.53,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,32470.71,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,12941.43,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,185303.51,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,106496.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,10649.63,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,145309.9,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,42598.51,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,598336.53,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,31948.88,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,110502.66,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,212992.55,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,12593.18,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,112939.3,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,5344119.28,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,2907756.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,53248.14,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,198790.2,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
OPCW,2022,21299.25,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,231678.38,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,106496.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,196119.28,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,53248.14,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,51547.39,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,617678.38,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,718849.84,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,234291.8,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,53248.14,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,63897.76,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,21506.92,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,100238.55,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,477708.2,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,106496.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,37273.7,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,26624.07,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,375037.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,454813.63,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,895722.04,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,74547.39,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,106496.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,1240784.88,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,1597444.09,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICC,2022,106496.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN Tourism,2022,578346.11,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN Tourism,2022,96192.76,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN Tourism,2022,167627.26,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN Tourism,2022,50697.55,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN Tourism,2022,53248.14,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,865603.83,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,40420.66,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,4362614.48,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,30415.34,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,91561.24,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,734201.28,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,1617970.18,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,12444183.17,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,654.95,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,1124418.53,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,321345.05,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,10230307.77,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,1071568.69,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,13170878.59,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,-60.7,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,931.84,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,1703940.36,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,1719419.6,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,205607.03,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,7217872.2,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,85812.57,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,933.97,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,276430.24,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,869690.1,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,70900.96,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,10044.73,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,1838.13,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,783630.46,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,1706507.99,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,653.89,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,1525627.26,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,113522.9,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,5994.68,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,699471.78,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,183448.35,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,115224.71,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,265033.01,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,283994.68,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,359864.75,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,11278414.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,22829.61,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,371621.94,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,-312353.57,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,44230.03,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,-7454.74,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,-610726.3,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,6660.28,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,3737144.83,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2022,-19702.88,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,7004.42,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22950.59,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,371304.57,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,209979.35,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,30877.58,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,554193.22,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,225420.35,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,25096.61,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,26943.22,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,25040.56,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23353.98,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,19135.69,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23390.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23390.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22598.08,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,253792.04,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,16339.23,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,25096.61,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,19652.65,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23426.99,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23172.57,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,1298660.77,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,461671.83,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22822.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,25096.61,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,25096.61,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23280.24,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23533.19,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,28353.98,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22822.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23482.3,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,15925.52,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22950.59,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23171.83,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23115.04,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,42539.82,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22950.59,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23280.24,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,24856.93,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,24929.94,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23390.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,15946.9,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,33592.18,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,40213.86,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23390.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23482.3,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,8790.56,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,22822.27,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23390.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ICAO,2022,23115.04,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
