agency,calendar_year,amount,sub_type_name,rev_type,sub_type
FAO,2021,91695.15,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,405300.75,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,23023455.56,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,11613665.47,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,288.11,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,19613.26,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,8172.16,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,1560.49,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,36300,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,38308.53,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,18488,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,52500,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,70000,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,18162121.74,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,437255.85,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,457895.74,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,5579822.46,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,35608.4,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,20286.74,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,20286.74,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
FAO,2021,51562.5,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,100000,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,44580,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,45000,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,5339.81,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,24989.07,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,25111.79,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,235743.14,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,187.79,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,6875,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,50000,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,100587.97,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,10680,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,15500,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,2000000,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,10000,Other revenue - external to UN,Revenue from other activities,R04C
FAO,2021,46302.02,Other revenue - external to UN,Revenue from other activities,R04C
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,299,Assessed contributions,Assessed Contributions,R01
ISA,2021,1595,Assessed contributions,Assessed Contributions,R01
ISA,2021,4885,Assessed contributions,Assessed Contributions,R01
ISA,2021,81843,Assessed contributions,Assessed Contributions,R01
ISA,2021,4586,Assessed contributions,Assessed Contributions,R01
ISA,2021,299,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,272543,Assessed contributions,Assessed Contributions,R01
ISA,2021,40572,Assessed contributions,Assessed Contributions,R01
ISA,2021,1196739,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,399,Assessed contributions,Assessed Contributions,R01
ISA,2021,1296,Assessed contributions,Assessed Contributions,R01
ISA,2021,7676,Assessed contributions,Assessed Contributions,R01
ISA,2021,7975,Assessed contributions,Assessed Contributions,R01
ISA,2021,31003,Assessed contributions,Assessed Contributions,R01
ISA,2021,997,Assessed contributions,Assessed Contributions,R01
ISA,2021,3589,Assessed contributions,Assessed Contributions,R01
ISA,2021,41968,Assessed contributions,Assessed Contributions,R01
ISA,2021,299,Assessed contributions,Assessed Contributions,R01
ISA,2021,1495,Assessed contributions,Assessed Contributions,R01
ISA,2021,441313,Assessed contributions,Assessed Contributions,R01
ISA,2021,797,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,607092,Assessed contributions,Assessed Contributions,R01
ISA,2021,36485,Assessed contributions,Assessed Contributions,R01
ISA,2021,1495,Assessed contributions,Assessed Contributions,R01
ISA,2021,299,Assessed contributions,Assessed Contributions,R01
ISA,2021,3589,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,199,Assessed contributions,Assessed Contributions,R01
ISA,2021,299,Assessed contributions,Assessed Contributions,R01
ISA,2021,897,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,25121,Assessed contributions,Assessed Contributions,R01
ISA,2021,498,Assessed contributions,Assessed Contributions,R01
ISA,2021,4685,Assessed contributions,Assessed Contributions,R01
ISA,2021,4685,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,498,Assessed contributions,Assessed Contributions,R01
ISA,2021,29009,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,75164,Assessed contributions,Assessed Contributions,R01
ISA,2021,11273,Assessed contributions,Assessed Contributions,R01
ISA,2021,79949,Assessed contributions,Assessed Contributions,R01
ISA,2021,225990,Assessed contributions,Assessed Contributions,R01
ISA,2021,19738,Assessed contributions,Assessed Contributions,R01
ISA,2021,40000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
ISA,2021,2247295,Other revenue - specific to the UN entity,Revenue from other activities,R04A
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,5682,Assessed contributions,Assessed Contributions,R01
ISA,2021,455269,Assessed contributions,Assessed Contributions,R01
ISA,2021,997,Assessed contributions,Assessed Contributions,R01
ISA,2021,8673,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,7676,Assessed contributions,Assessed Contributions,R01
ISA,2021,997,Assessed contributions,Assessed Contributions,R01
ISA,2021,54130,Assessed contributions,Assessed Contributions,R01
ISA,2021,797,Assessed contributions,Assessed Contributions,R01
ISA,2021,1296,Assessed contributions,Assessed Contributions,R01
ISA,2021,55226,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,28112,Assessed contributions,Assessed Contributions,R01
ISA,2021,91213,Assessed contributions,Assessed Contributions,R01
ISA,2021,4885,Assessed contributions,Assessed Contributions,R01
ISA,2021,1794,Assessed contributions,Assessed Contributions,R01
ISA,2021,1196,Assessed contributions,Assessed Contributions,R01
ISA,2021,5283,Assessed contributions,Assessed Contributions,R01
ISA,2021,3888,Assessed contributions,Assessed Contributions,R01
ISA,2021,199,Assessed contributions,Assessed Contributions,R01
ISA,2021,100,Assessed contributions,Assessed Contributions,R01
ISA,2021,7078,Assessed contributions,Assessed Contributions,R01
ISA,2021,6679,Assessed contributions,Assessed Contributions,R01
ISA,2021,399,Assessed contributions,Assessed Contributions,R01
ISA,2021,20535,Assessed contributions,Assessed Contributions,R01
ISA,2021,12860,Assessed contributions,Assessed Contributions,R01
ISA,2021,2392,Assessed contributions,Assessed Contributions,R01
ISA,2021,698,Assessed contributions,Assessed Contributions,R01
ISA,2021,2791,Assessed contributions,Assessed Contributions,R01
